review_id,rating,content,review_date,product_id,user_id
2d36a4cc-b58a-4588-a2a2-8cbca4ed8da5,2,Sample content 17,2009-06-01,8c222aae-0e54-49e7-8e48-37842fbc8f6c,2092c944-84fd-444d-953b-7511bd97580e
377fbb51-91d8-49c4-8986-cbc5198b67db,3,Sample content 18,2012-09-24,f7f5104f-6ad3-4abf-8cfb-bd2a56cb74ea,3dbad280-a7db-4f81-be40-bcb2a309bd67
01301325-9565-4a62-8734-56b8a88fb17d,3,Sample content 19,2006-12-03,3a89e838-23c3-4782-808a-b5c0a1f4f6e1,df360adb-cd60-4ca7-8664-b4017b2a6605
e6ec131b-d28d-4ffc-a1ac-ffc04536dee4,1,Sample content 20,2018-06-29,6149f351-c808-4db2-93a2-9140b80ea531,bd49d9da-b25a-4f91-a1c7-db5ba510818b
e5ccaf34-56f9-4dca-b7e4-120c5ea448ae,5,Sample content 21,2009-08-17,f7f5104f-6ad3-4abf-8cfb-bd2a56cb74ea,4561de1a-0c2d-47a4-978b-e900c6e876d2
908c64a0-16cb-4a9d-a573-9059732768d2,2,Sample content 22,2022-01-08,ef2fe056-1201-4aaf-bc56-0aeb9b6f36ee,5b1b577d-0ae8-4e4d-9041-b258ec29c645
8b853c8d-2238-44e1-b363-ff7f1c8ab7a9,2,Sample content 23,2008-11-08,8c74f072-9cc4-4b12-b15c-0e7d40e06a48,259ada00-6630-4a89-8d26-5a7780b5faee
e82158a2-b338-4e9c-8b4c-116e4c020431,4,Sample content 24,2008-03-28,8c74f072-9cc4-4b12-b15c-0e7d40e06a48,3d4c4dee-fceb-403a-a16b-b1029a319338
c93ba99d-cd3f-4940-8496-1d142e87c0d4,4,Sample content 25,2006-06-21,6149f351-c808-4db2-93a2-9140b80ea531,2ed846d1-deaf-4ed7-8dfd-a3a4c10740c0
75e98f04-f66a-4564-a025-447ba056fdbf,2,Sample content 26,2002-05-23,3c98c83c-0bc4-45ed-a6a4-81e7319ef8bf,b89f3f7b-ff2a-44ea-a291-4fda89980a79
efaa9c51-f29d-4f29-9a6a-a6556262169e,1,Sample content 27,2010-11-03,3c98c83c-0bc4-45ed-a6a4-81e7319ef8bf,df360adb-cd60-4ca7-8664-b4017b2a6605
e7e0f7c6-9ded-4726-874d-bfd6b8f37267,2,Sample content 28,2011-10-31,ef2fe056-1201-4aaf-bc56-0aeb9b6f36ee,e77b5e13-87ee-4517-b814-14db63153c23
c25bae52-fdd2-4079-b262-e59c5977176b,3,Sample content 29,2022-11-12,69d4c6a1-25ce-4f87-9442-46d4d0f2db5e,a7dfdd9a-65da-4976-a451-aaaa34a225a8
531ab3bb-b50c-4e82-8b19-8f8981890fe5,3,Sample content 30,2006-08-11,3a89e838-23c3-4782-808a-b5c0a1f4f6e1,9892e8f2-2f22-4fac-a5e5-3e703f0ba66d
03891031-e1c1-44e2-b5b1-272f13dd81e3,4,Sample content 31,2023-07-05,760c6e72-6b83-41f4-8a16-9807d762e76b,bbb918bf-2fe1-4623-97f3-8105222e7508
25bd60da-62b8-43b7-bc56-2840efeb0326,2,Sample content 32,2003-11-15,ef2fe056-1201-4aaf-bc56-0aeb9b6f36ee,9892e8f2-2f22-4fac-a5e5-3e703f0ba66d
2260b69e-8990-488c-9d76-0d0e928337b2,1,Sample content 33,2015-08-10,ba7bbf35-3787-46a2-b78b-07a7b39c9ab8,4d97ac49-d50b-4786-934c-c6355aae27d5
eff00e1c-083d-4b2d-b66a-c7487e85673c,1,Sample content 34,2023-08-07,6149f351-c808-4db2-93a2-9140b80ea531,d2d1914f-4ce8-4474-b653-91d35ef5464f
39013e4c-f4ba-4b00-b551-73f2bfcd808c,2,Sample content 35,2018-08-26,760c6e72-6b83-41f4-8a16-9807d762e76b,9f2e0e11-839e-4dfe-962b-afa67cd12119
f30178b0-5e94-4f07-984c-499f827adaf3,1,Sample content 36,2018-03-28,c104c7fe-b87d-44f1-8ae3-bbba07d73d50,5c5d3770-4962-491b-91c7-c31116141183
925fa13b-156a-48e9-b198-21030ff7053f,2,Sample content 37,2017-08-31,760c6e72-6b83-41f4-8a16-9807d762e76b,4cba842c-4a02-4bc5-ad88-ee34f34caa0b
1ed8b9e9-0440-442c-9faf-68b24c5119bc,2,Sample content 38,2012-11-09,c104c7fe-b87d-44f1-8ae3-bbba07d73d50,0e2cdf43-1092-41b1-b37b-d35599982f4f
15882ac3-9065-4c41-a52d-426b0619736a,3,Sample content 39,2012-03-31,8c74f072-9cc4-4b12-b15c-0e7d40e06a48,98a4e603-dae8-47dc-baf9-a8cba7e21dbb
46052ae1-943a-4a5f-b8c9-ff9292c8b51c,4,Sample content 40,2006-11-29,ef2fe056-1201-4aaf-bc56-0aeb9b6f36ee,0c9b1899-d559-4321-9d87-8dcab1e3ad30
cfc7addf-ce8d-4cf1-a2b7-d84a2fefce17,3,Sample content 41,2003-11-25,ef2fe056-1201-4aaf-bc56-0aeb9b6f36ee,65ef701f-f61a-42a5-b36e-dc4c9f35d3c0
c2f61613-ce9a-402a-8dcd-e655941b7f45,3,Sample content 42,2010-03-28,6149f351-c808-4db2-93a2-9140b80ea531,6a17ac39-92a3-4b13-9504-f4cd8fa31d9a
b0da82b5-7574-456e-8306-cdb03bf2f133,4,Sample content 43,2006-12-02,3a89e838-23c3-4782-808a-b5c0a1f4f6e1,2ed846d1-deaf-4ed7-8dfd-a3a4c10740c0
7f03c6db-6ddc-414d-8f36-0ab25c90e9c9,3,Sample content 44,2000-07-26,7ea7a7b5-cc9e-405e-8ab4-c8e3e8dd22f2,36dedc6a-8979-4265-bd4d-93bff55f6735
d77b6ad6-b862-4ac1-8f01-41e8bcce58ae,2,Sample content 45,2017-09-30,3a89e838-23c3-4782-808a-b5c0a1f4f6e1,83455b10-9ca3-4c51-a64c-5c4e57145830
dd692f2d-ed6a-4389-b23a-3a794367b72d,2,Sample content 46,2013-09-04,69d4c6a1-25ce-4f87-9442-46d4d0f2db5e,65ef701f-f61a-42a5-b36e-dc4c9f35d3c0
f6a732a2-e105-4263-8c8d-fd020eb5cfd6,3,Sample content 47,2007-08-13,3c98c83c-0bc4-45ed-a6a4-81e7319ef8bf,0c9b1899-d559-4321-9d87-8dcab1e3ad30
5309a52e-0b82-4655-bf0e-756b7d814ab6,1,Sample content 48,2014-02-04,3c98c83c-0bc4-45ed-a6a4-81e7319ef8bf,f5aec259-bb4a-450e-ba21-47a00309b510
c68f6d75-a392-4a52-8169-4990eeeb9c13,4,Sample content 49,2010-12-09,3c98c83c-0bc4-45ed-a6a4-81e7319ef8bf,58ad04f2-41c1-43d5-b225-d803a462f383
3a28d312-7e1d-4e81-b3e4-077e9ac2fa31,2,Sample content 50,2002-08-18,5519c993-3f1a-4cc3-8d8b-e4b3e9144dfb,0bdff494-cba2-4699-b70c-3af98caffe21
0fb109e6-3a69-4e5d-b497-aa75c322c59e,3,Sample content 51,2007-03-03,3a89e838-23c3-4782-808a-b5c0a1f4f6e1,259ada00-6630-4a89-8d26-5a7780b5faee
29e5cca3-7c91-4935-b724-d606b8b49f5a,4,Sample content 52,2014-02-18,f7f5104f-6ad3-4abf-8cfb-bd2a56cb74ea,f5aec259-bb4a-450e-ba21-47a00309b510
8806f243-6114-4d87-9ae1-dd331739500a,3,Sample content 53,2003-04-30,ba7bbf35-3787-46a2-b78b-07a7b39c9ab8,ee48f722-e27d-4b24-b01a-0d4af7340f2d
07b2505b-5b66-4d90-bee7-1e9ce5efc7a8,4,Sample content 54,2018-10-02,760c6e72-6b83-41f4-8a16-9807d762e76b,a4665847-2a14-4bdb-83d9-aa93cc7a562d
6d1eeba3-a8b2-4c33-b186-273262cf54cd,4,Sample content 55,2022-10-11,ef2fe056-1201-4aaf-bc56-0aeb9b6f36ee,b47a0498-dd5a-4804-ac5f-d68c436492e9
11cfeb57-378b-4cfc-bf47-9ea738e73867,1,Sample content 57,2010-11-27,ba7bbf35-3787-46a2-b78b-07a7b39c9ab8,8b527861-c165-4950-a742-f7fe3d54ec9c
57090da6-8a51-42cf-bd51-eaff80ef970d,3,Sample content 58,2017-04-24,c104c7fe-b87d-44f1-8ae3-bbba07d73d50,4561de1a-0c2d-47a4-978b-e900c6e876d2
d499d327-1b4b-41ae-a180-b8a6f9fa30e0,2,Sample content 59,2023-07-22,c104c7fe-b87d-44f1-8ae3-bbba07d73d50,0f72c483-6fad-446b-ae13-616601699e8b
88975abb-3e1b-4c5b-844d-e37765511f53,3,Sample content 60,2001-06-13,ba7bbf35-3787-46a2-b78b-07a7b39c9ab8,2e83b9c8-2def-4dce-938b-23aebbe3d07c
264b2d72-4637-4680-9e61-f54ee74e73c2,4,Sample content 61,2012-12-16,ba7bbf35-3787-46a2-b78b-07a7b39c9ab8,11b7d871-c18f-4c00-be4b-00ee17014c49
be5a9c20-d1a3-4440-b4bd-cf244e75bf87,5,Sample content 62,2018-02-09,8c74f072-9cc4-4b12-b15c-0e7d40e06a48,b37273e9-c220-4e49-af2a-5baaa817f92c
61e238e3-ee8f-4f77-9416-c98cbb2e39ac,2,Sample content 63,2018-05-30,8c222aae-0e54-49e7-8e48-37842fbc8f6c,25cbe9a1-759b-4a29-b5e0-4f4a87c279c9
4e55415c-e28c-4fab-8756-8c49cf306870,4,Sample content 64,2019-01-15,f7f5104f-6ad3-4abf-8cfb-bd2a56cb74ea,f5aec259-bb4a-450e-ba21-47a00309b510
c7f90c22-e1fb-4908-b414-228b239ad2ab,1,Sample content 65,2011-05-21,8c74f072-9cc4-4b12-b15c-0e7d40e06a48,bd49d9da-b25a-4f91-a1c7-db5ba510818b
e90e0e4a-b7b4-4a69-9462-721b60daa5c8,5,Sample content 66,2018-08-21,7ea7a7b5-cc9e-405e-8ab4-c8e3e8dd22f2,12174803-5917-4b03-afc5-68b88f46b6d7
d21888fb-8bce-4e42-84a8-d53750408aaf,3,Sample content 67,2009-08-19,6149f351-c808-4db2-93a2-9140b80ea531,b37273e9-c220-4e49-af2a-5baaa817f92c
f3b11109-bc33-49ce-a59c-dfec4d1eaba9,2,Sample content 68,2004-01-14,3c98c83c-0bc4-45ed-a6a4-81e7319ef8bf,a9d392c5-8193-4a83-88fe-cb61e00f1763
5340ea88-ae49-4c61-a864-c59ad0aee70a,3,Sample content 69,2010-05-03,ba7bbf35-3787-46a2-b78b-07a7b39c9ab8,0f18904c-e012-4c4e-a599-a4bc953071af
42fc83ba-a73e-4162-b123-7e3276219740,5,Sample content 70,2013-07-04,8c74f072-9cc4-4b12-b15c-0e7d40e06a48,bb3aae6f-53db-444a-88f6-cfb5caac978c
ced56ea4-f137-4040-9aaa-747ead4c60c3,2,Sample content 71,2010-03-13,6149f351-c808-4db2-93a2-9140b80ea531,1c4f7f94-9865-47d9-b49f-cc070a8c79ea
39c3944e-f6fd-4a86-a7b9-6e2ef79211df,4,Sample content 72,2017-01-11,8c222aae-0e54-49e7-8e48-37842fbc8f6c,a7dfdd9a-65da-4976-a451-aaaa34a225a8
4b700287-61cb-4386-9b6a-359f771707d1,2,Sample content 73,2019-07-21,f7f5104f-6ad3-4abf-8cfb-bd2a56cb74ea,a4665847-2a14-4bdb-83d9-aa93cc7a562d
8f08d975-e522-49a5-ad3c-185d6a2e4bd6,4,Sample content 74,2004-02-16,8c74f072-9cc4-4b12-b15c-0e7d40e06a48,3d4c4dee-fceb-403a-a16b-b1029a319338
2bb61046-a5a2-4590-91a6-d5646d2ac296,5,Sample content 75,2003-06-08,760c6e72-6b83-41f4-8a16-9807d762e76b,ef6fd029-6db2-4bea-bf35-a6af31edfd2e
3592605c-32ec-4486-943b-91ea8e2aeab0,3,Sample content 76,2001-08-09,6149f351-c808-4db2-93a2-9140b80ea531,8427314c-5616-435c-ba3c-a5e17a6daf75
0221603d-98e7-4057-8fe5-08a5b4ec3d5e,1,Sample content 77,2022-12-08,ef2fe056-1201-4aaf-bc56-0aeb9b6f36ee,3dbad280-a7db-4f81-be40-bcb2a309bd67
1a617f62-e2cd-4426-9493-49b359624b5c,3,Sample content 78,2021-07-18,3c98c83c-0bc4-45ed-a6a4-81e7319ef8bf,db7e8f79-5802-4e36-8ca8-a52863eef8f7
53040028-d17e-4326-84d1-88b7d919cfd9,4,Sample content 79,2014-08-12,8c74f072-9cc4-4b12-b15c-0e7d40e06a48,bd49d9da-b25a-4f91-a1c7-db5ba510818b
f3924982-0922-4ccc-8f17-945c8d3325d6,3,Sample content 80,2008-05-22,6149f351-c808-4db2-93a2-9140b80ea531,25cbe9a1-759b-4a29-b5e0-4f4a87c279c9
5b58f575-ba3a-4ca7-a1a7-bbba4c96b6ac,1,Sample content 81,2022-09-28,3a89e838-23c3-4782-808a-b5c0a1f4f6e1,070033db-960c-4bdb-8436-5f5161d14d72
369a4097-5f5a-457f-b370-f8f2008f3c30,1,Sample content 82,2011-10-29,5519c993-3f1a-4cc3-8d8b-e4b3e9144dfb,0f18904c-e012-4c4e-a599-a4bc953071af
90d033f0-d475-4d84-829f-a3138e15277e,2,Sample content 83,2018-08-10,f7f5104f-6ad3-4abf-8cfb-bd2a56cb74ea,f5aec259-bb4a-450e-ba21-47a00309b510
d7286ac2-2768-4d9e-b813-a193b24955f3,4,Sample content 84,2015-07-02,f7f5104f-6ad3-4abf-8cfb-bd2a56cb74ea,a1718299-fdf7-4daf-80fa-ef088d8e39de
e98b4d5c-1b12-40d1-938f-3db0f1d0636e,4,Sample content 85,2010-09-17,760c6e72-6b83-41f4-8a16-9807d762e76b,db7e8f79-5802-4e36-8ca8-a52863eef8f7
d31f0f94-64d0-4f1b-ba5b-3018cbfc30f3,5,Sample content 86,2008-06-27,7ea7a7b5-cc9e-405e-8ab4-c8e3e8dd22f2,98a4e603-dae8-47dc-baf9-a8cba7e21dbb
f18d107d-5c08-4d89-95be-877e68962f0b,4,Sample content 87,2002-11-19,f7f5104f-6ad3-4abf-8cfb-bd2a56cb74ea,db7e8f79-5802-4e36-8ca8-a52863eef8f7
a35bbfa9-bf35-4eb7-95e4-6ca60cde0a99,4,Sample content 88,2018-11-07,c104c7fe-b87d-44f1-8ae3-bbba07d73d50,9f627ca2-6e3d-4c30-91a1-d0e824e8f900
bec8b34c-8ccd-41f3-a44d-e7ea803ed0ab,4,Sample content 89,2016-01-16,c104c7fe-b87d-44f1-8ae3-bbba07d73d50,6fd9207d-ef1a-4a90-971b-c73f05e1753f
4a0b0cd6-40c8-44b1-b91d-6d510ae7df8f,2,Sample content 90,2003-03-31,3c98c83c-0bc4-45ed-a6a4-81e7319ef8bf,43feb291-3e43-488b-ab0b-777c5a290073
30c4b2cd-a101-45c1-939f-6274e8b09ad6,2,Sample content 91,2022-07-15,760c6e72-6b83-41f4-8a16-9807d762e76b,d2d1914f-4ce8-4474-b653-91d35ef5464f
198021b8-5d22-4353-85d5-77dd42d25364,4,Sample content 92,2014-10-21,760c6e72-6b83-41f4-8a16-9807d762e76b,a7dfdd9a-65da-4976-a451-aaaa34a225a8
50371b73-fb6a-461f-98f3-4623d0468e12,3,Sample content 93,2000-02-01,8c74f072-9cc4-4b12-b15c-0e7d40e06a48,4d97ac49-d50b-4786-934c-c6355aae27d5
8e06b781-7833-4b0d-9105-57be35866fcb,1,Sample content 95,2017-06-13,69d4c6a1-25ce-4f87-9442-46d4d0f2db5e,1ba0bad5-1ec6-431f-9030-a73664f2105b
1ced7005-8f70-4e6f-a23c-67b048c12d49,5,Sample content 96,2008-07-22,8c222aae-0e54-49e7-8e48-37842fbc8f6c,98a4e603-dae8-47dc-baf9-a8cba7e21dbb
09fe9a99-781c-4be2-a8e9-137da833f608,2,Sample content 97,2010-12-04,8c222aae-0e54-49e7-8e48-37842fbc8f6c,ee54d78b-baf1-491d-8a10-0d4d9a42f768
f95ac4ea-2b2f-42c4-88ce-b687287a855f,3,Sample content 98,2004-02-18,ba7bbf35-3787-46a2-b78b-07a7b39c9ab8,25cbe9a1-759b-4a29-b5e0-4f4a87c279c9
0484c965-2c77-4b79-8b61-b511b1dfb95a,1,Sample content 99,2015-01-24,7ea7a7b5-cc9e-405e-8ab4-c8e3e8dd22f2,0e2cdf43-1092-41b1-b37b-d35599982f4f
